Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007155.1	Chromosome		NW_024603463.1	unplaced-scaffold	1563		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007157.1	Chromosome		NW_024604765.1	unplaced-scaffold	3753		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007158.1	Chromosome		NW_024603765.1	unplaced-scaffold	2053		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007159.1	Chromosome		NW_024605610.1	unplaced-scaffold	5034		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007160.1	Chromosome		NW_024605269.1	unplaced-scaffold	4383		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007161.1	Chromosome		NW_024608964.1	unplaced-scaffold	93771		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007162.1	Chromosome		NW_024602693.1	unplaced-scaffold	732		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007164.1	Chromosome		NW_024609670.1	unplaced-scaffold	299353		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007165.1	Chromosome		NW_024607705.1	unplaced-scaffold	34386		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007166.1	Chromosome		NW_024607804.1	unplaced-scaffold	37648		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007167.1	Chromosome		NW_024603913.1	unplaced-scaffold	2341		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007168.1	Chromosome		NW_024608374.1	unplaced-scaffold	59815		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007170.1	Chromosome		NW_024606331.1	unplaced-scaffold	7869		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007171.1	Chromosome		NW_024607722.1	unplaced-scaffold	34993		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007172.1	Chromosome		NW_024609003.1	unplaced-scaffold	97354		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007173.1	Chromosome		NW_024606684.1	unplaced-scaffold	10661		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007174.1	Chromosome		NW_024602888.1	unplaced-scaffold	902		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007176.1	Chromosome		NW_024607504.1	unplaced-scaffold	28146		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007178.1	Chromosome		NW_024608105.1	unplaced-scaffold	49357		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007180.1	Chromosome		NW_024606791.1	unplaced-scaffold	12078		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007181.1	Chromosome		NW_024608612.1	unplaced-scaffold	69941		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007184.1	Chromosome		NW_024608121.1	unplaced-scaffold	49836		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007185.1	Chromosome		NW_024609131.1	unplaced-scaffold	112284		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007186.1	Chromosome		NW_024607875.1	unplaced-scaffold	40279		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007187.1	Chromosome		NW_024606515.1	unplaced-scaffold	9088		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007188.1	Chromosome		NW_024608523.1	unplaced-scaffold	65841		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007189.1	Chromosome		NW_024604411.1	unplaced-scaffold	3229		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007190.1	Chromosome		NW_024606113.1	unplaced-scaffold	6730		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007191.1	Chromosome		NW_024603439.1	unplaced-scaffold	1534		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007192.1	Chromosome		NW_024606861.1	unplaced-scaffold	12861		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007193.1	Chromosome		NW_024608110.1	unplaced-scaffold	49434		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007194.1	Chromosome		NW_024603276.1	unplaced-scaffold	1311		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007195.1	Chromosome		NW_024605436.1	unplaced-scaffold	4677		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007196.1	Chromosome		NW_024606765.1	unplaced-scaffold	11777		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007197.1	Chromosome		NW_024605412.1	unplaced-scaffold	4631		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007198.1	Chromosome		NW_024607093.1	unplaced-scaffold	17453		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007200.1	Chromosome		NW_024608646.1	unplaced-scaffold	72188		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007201.1	Chromosome		NW_024608290.1	unplaced-scaffold	56413		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007203.1	Chromosome		NW_024607135.1	unplaced-scaffold	18446		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007205.1	Chromosome		NW_024602405.1	unplaced-scaffold	553		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007208.1	Chromosome		NW_024604535.1	unplaced-scaffold	3434		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007210.1	Chromosome		NW_024603514.1	unplaced-scaffold	1635		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007212.1	Chromosome		NW_024609445.1	unplaced-scaffold	176537		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007214.1	Chromosome		NW_024607710.1	unplaced-scaffold	34612		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007215.1	Chromosome		NW_024609221.1	unplaced-scaffold	124315		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007216.1	Chromosome		NW_024606520.1	unplaced-scaffold	9154		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007217.1	Chromosome		NW_024607684.1	unplaced-scaffold	33864		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007218.1	Chromosome		NW_024603673.1	unplaced-scaffold	1887		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007219.1	Chromosome		NW_024603595.1	unplaced-scaffold	1761		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007220.1	Chromosome		NW_024607305.1	unplaced-scaffold	22751		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007221.1	Chromosome		NW_024608533.1	unplaced-scaffold	66132		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007222.1	Chromosome		NW_024607165.1	unplaced-scaffold	19129		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007223.1	Chromosome		NW_024606569.1	unplaced-scaffold	9541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007225.1	Chromosome		NW_024606092.1	unplaced-scaffold	6656		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007228.1	Chromosome		NW_024608016.1	unplaced-scaffold	45175		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007230.1	Chromosome		NW_024607506.1	unplaced-scaffold	28188		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007231.1	Chromosome		NW_024607191.1	unplaced-scaffold	19959		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007232.1	Chromosome		NW_024604241.1	unplaced-scaffold	2894		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007233.1	Chromosome		NW_024609442.1	unplaced-scaffold	175553		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007234.1	Chromosome		NW_024606830.1	unplaced-scaffold	12543		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007235.1	Chromosome		NW_024604930.1	unplaced-scaffold	3979		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007236.1	Chromosome		NW_024605351.1	unplaced-scaffold	4521		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007238.1	Chromosome		NW_024608310.1	unplaced-scaffold	57147		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007240.1	Chromosome		NW_024608161.1	unplaced-scaffold	51305		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007242.1	Chromosome		NW_024609040.1	unplaced-scaffold	101068		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007243.1	Chromosome		NW_024604485.1	unplaced-scaffold	3369		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007244.1	Chromosome		NW_024603561.1	unplaced-scaffold	1710		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007245.1	Chromosome		NW_024608756.1	unplaced-scaffold	79065		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007246.1	Chromosome		NW_024602890.1	unplaced-scaffold	903		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007247.1	Chromosome		NW_024603686.1	unplaced-scaffold	1916		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007248.1	Chromosome		NW_024605698.1	unplaced-scaffold	5281		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007249.1	Chromosome		NW_024608972.1	unplaced-scaffold	94590		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007250.1	Chromosome		NW_024606397.1	unplaced-scaffold	8248		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007251.1	Chromosome		NW_024606307.1	unplaced-scaffold	7724		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007252.1	Chromosome		NW_024606080.1	unplaced-scaffold	6596		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007254.1	Chromosome		NW_024609684.1	unplaced-scaffold	305286		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007255.1	Chromosome		NW_024607467.1	unplaced-scaffold	26974		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007256.1	Chromosome		NW_024607750.1	unplaced-scaffold	35844		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007257.1	Chromosome		NW_024608275.1	unplaced-scaffold	55841		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007258.1	Chromosome		NW_024609502.1	unplaced-scaffold	195759		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007259.1	Chromosome		NW_024603792.1	unplaced-scaffold	2101		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007260.1	Chromosome		NW_024604428.1	unplaced-scaffold	3259		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007262.1	Chromosome		NW_024607864.1	unplaced-scaffold	39855		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007263.1	Chromosome		NW_024606542.1	unplaced-scaffold	9322		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007264.1	Chromosome		NW_024603313.1	unplaced-scaffold	1357		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007265.1	Chromosome		NW_024605907.1	unplaced-scaffold	5973		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007266.1	Chromosome		NW_024607174.1	unplaced-scaffold	19465		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007267.1	Chromosome		NW_024602770.1	unplaced-scaffold	798		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007268.1	Chromosome		NW_024606022.1	unplaced-scaffold	6394		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007270.1	Chromosome		NW_024608291.1	unplaced-scaffold	56438		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007271.1	Chromosome		NW_024604224.1	unplaced-scaffold	2860		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007272.1	Chromosome		NW_024607580.1	unplaced-scaffold	30484		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007273.1	Chromosome		NW_024606512.1	unplaced-scaffold	9050		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007274.1	Chromosome		NW_024608797.1	unplaced-scaffold	81479		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007275.1	Chromosome		NW_024608330.1	unplaced-scaffold	57917		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007277.1	Chromosome		NW_024607352.1	unplaced-scaffold	23975		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007279.1	Chromosome		NW_024608402.1	unplaced-scaffold	61117		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007280.1	Chromosome		NW_024604158.1	unplaced-scaffold	2746		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007281.1	Chromosome		NW_024606862.1	unplaced-scaffold	12873		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007282.1	Chromosome		NW_024606045.1	unplaced-scaffold	6465		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007283.1	Chromosome		NW_024605427.1	unplaced-scaffold	4663		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007285.1	Chromosome		NW_024609765.1	unplaced-scaffold	432387		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007287.1	Chromosome		NW_024605775.1	unplaced-scaffold	5502		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007289.1	Chromosome		NW_024608017.1	unplaced-scaffold	45178		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007290.1	Chromosome		NW_024606086.1	unplaced-scaffold	6630		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007291.1	Chromosome		NW_024608072.1	unplaced-scaffold	47679		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007294.1	Chromosome		NW_024604315.1	unplaced-scaffold	3051		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007295.1	Chromosome		NW_024603823.1	unplaced-scaffold	2149		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007296.1	Chromosome		NW_024603875.1	unplaced-scaffold	2265		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007297.1	Chromosome		NW_024603270.1	unplaced-scaffold	1303		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007298.1	Chromosome		NW_024608805.1	unplaced-scaffold	82280		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007299.1	Chromosome		NW_024608839.1	unplaced-scaffold	84631		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007300.1	Chromosome		NW_024606649.1	unplaced-scaffold	10252		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007302.1	Chromosome		NW_024602998.1	unplaced-scaffold	1013		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007303.1	Chromosome		NW_024602481.1	unplaced-scaffold	594		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007305.1	Chromosome		NW_024607870.1	unplaced-scaffold	40041		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007307.1	Chromosome		NW_024605118.1	unplaced-scaffold	4186		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007308.1	Chromosome		NW_024609396.1	unplaced-scaffold	160249		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007309.1	Chromosome		NW_024604282.1	unplaced-scaffold	2964		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007311.1	Chromosome		NW_024609280.1	unplaced-scaffold	132056		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007312.1	Chromosome		NW_024608427.1	unplaced-scaffold	62456		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007313.1	Chromosome		NW_024602666.1	unplaced-scaffold	717		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007314.1	Chromosome		NW_024603221.1	unplaced-scaffold	1248		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007315.1	Chromosome		NW_024609386.1	unplaced-scaffold	158071		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007317.1	Chromosome		NW_024608389.1	unplaced-scaffold	60463		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007319.1	Chromosome		NW_024606851.1	unplaced-scaffold	12744		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007320.1	Chromosome		NW_024608090.1	unplaced-scaffold	48599		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007323.1	Chromosome		NW_024609556.1	unplaced-scaffold	218496		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007325.1	Chromosome		NW_024609137.1	unplaced-scaffold	112865		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007326.1	Chromosome		NW_024608102.1	unplaced-scaffold	49275		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007328.1	Chromosome		NW_024608692.1	unplaced-scaffold	75067		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007330.1	Chromosome		NW_024605212.1	unplaced-scaffold	4298		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007333.1	Chromosome		NW_024609204.1	unplaced-scaffold	121432		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007334.1	Chromosome		NW_024607157.1	unplaced-scaffold	18994		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007335.1	Chromosome		NW_024602785.1	unplaced-scaffold	811		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007336.1	Chromosome		NW_024609705.1	unplaced-scaffold	322682		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007337.1	Chromosome		NW_024609035.1	unplaced-scaffold	100652		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007338.1	Chromosome		NW_024603231.1	unplaced-scaffold	1262		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007339.1	Chromosome		NW_024607641.1	unplaced-scaffold	32626		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007340.1	Chromosome		NW_024607081.1	unplaced-scaffold	17210		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007341.1	Chromosome		NW_024603115.1	unplaced-scaffold	1142		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007342.1	Chromosome		NW_024604993.1	unplaced-scaffold	4043		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007343.1	Chromosome		NW_024603709.1	unplaced-scaffold	1952		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007344.1	Chromosome		NW_024606581.1	unplaced-scaffold	9607		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007345.1	Chromosome		NW_024605852.1	unplaced-scaffold	5766		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007346.1	Chromosome		NW_024606748.1	unplaced-scaffold	11545		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007348.1	Chromosome		NW_024602552.1	unplaced-scaffold	638		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007349.1	Chromosome		NW_024607666.1	unplaced-scaffold	33296		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007350.1	Chromosome		NW_024605901.1	unplaced-scaffold	5940		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007352.1	Chromosome		NW_024605443.1	unplaced-scaffold	4685		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007353.1	Chromosome		NW_024604179.1	unplaced-scaffold	2779		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007355.1	Chromosome		NW_024606075.1	unplaced-scaffold	6574		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007356.1	Chromosome		NW_024609504.1	unplaced-scaffold	196445		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007360.1	Chromosome		NW_024608945.1	unplaced-scaffold	92569		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007361.1	Chromosome		NW_024603830.1	unplaced-scaffold	2174		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007362.1	Chromosome		NW_024609579.1	unplaced-scaffold	231303		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007363.1	Chromosome		NW_024605720.1	unplaced-scaffold	5345		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007364.1	Chromosome		NW_024604195.1	unplaced-scaffold	2809		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007365.1	Chromosome		NW_024607891.1	unplaced-scaffold	40708		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007366.1	Chromosome		NW_024608589.1	unplaced-scaffold	68910		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007368.1	Chromosome		NW_024603111.1	unplaced-scaffold	1136		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007370.1	Chromosome		NW_024607631.1	unplaced-scaffold	32372		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007371.1	Chromosome		NW_024604316.1	unplaced-scaffold	3051		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007372.1	Chromosome		NW_024604638.1	unplaced-scaffold	3586		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007374.1	Chromosome		NW_024603873.1	unplaced-scaffold	2262		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007376.1	Chromosome		NW_024608466.1	unplaced-scaffold	63587		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007377.1	Chromosome		NW_024607603.1	unplaced-scaffold	31538		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007379.1	Chromosome		NW_024605687.1	unplaced-scaffold	5244		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007380.1	Chromosome		NW_024607456.1	unplaced-scaffold	26677		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007381.1	Chromosome		NW_024608728.1	unplaced-scaffold	77114		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007382.1	Chromosome		NW_024603874.1	unplaced-scaffold	2264		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007383.1	Chromosome		NW_024609690.1	unplaced-scaffold	308032		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007386.1	Chromosome		NW_024603467.1	unplaced-scaffold	1570		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007387.1	Chromosome		NW_024609573.1	unplaced-scaffold	227837		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007388.1	Chromosome		NW_024609606.1	unplaced-scaffold	250762		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007390.1	Chromosome		NW_024609518.1	unplaced-scaffold	201279		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007392.1	Chromosome		NW_024608960.1	unplaced-scaffold	93495		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007393.1	Chromosome		NW_024606024.1	unplaced-scaffold	6397		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007394.1	Chromosome		NW_024603267.1	unplaced-scaffold	1297		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007396.1	Chromosome		NW_024602668.1	unplaced-scaffold	719		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007398.1	Chromosome		NW_024606233.1	unplaced-scaffold	7320		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007400.1	Chromosome		NW_024609722.1	unplaced-scaffold	349472		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007402.1	Chromosome		NW_024604646.1	unplaced-scaffold	3603		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007403.1	Chromosome		NW_024602670.1	unplaced-scaffold	720		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007405.1	Chromosome		NW_024603470.1	unplaced-scaffold	1574		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007406.1	Chromosome		NW_024607765.1	unplaced-scaffold	36296		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010007407.1	Chromosome		NW_024608163.1	unplaced-scaffold	51361		
